business_name,address,category_slug,suburb_slug,contact_email,phone,website,source_url,source_checked_on,verification_status,notes
Ozzy’s Pizza,,restaurant,darebin,,,,https://www.openstreetmap.org/node/6017431783,2026-07-15,pending_review,Imported from OpenStreetMap.
Woodards,"438 High Street, Northcote VIC 3070",estate-agent,northcote,,,,https://www.openstreetmap.org/node/6017435285,2026-07-15,pending_review,Imported from OpenStreetMap.
Twinkle Tots,538 High Street,toys,darebin,,+61 3 9482 2687,https://www.twinkletots.com.au/,https://www.openstreetmap.org/node/6017435286,2026-07-15,pending_review,Imported from OpenStreetMap.
The Bisi Agent,,estate-agent,darebin,,,,https://www.openstreetmap.org/node/6017435287,2026-07-15,pending_review,Imported from OpenStreetMap.
Christenings And Weddings,,beauty,darebin,,,,https://www.openstreetmap.org/node/6017435290,2026-07-15,pending_review,Imported from OpenStreetMap.
MG Auto,,car-repair,darebin,,,,https://www.openstreetmap.org/node/6017435291,2026-07-15,pending_review,Imported from OpenStreetMap.
Bam Bams Fried Chicken and Burgers,,fast-food,darebin,,,,https://www.openstreetmap.org/node/6024744163,2026-07-15,pending_review,Imported from OpenStreetMap.
Keon Park Launderette,,laundry,darebin,,,,https://www.openstreetmap.org/node/6024745605,2026-07-15,pending_review,Imported from OpenStreetMap.
Pizza Meine Liebe,"231 High Street, VIC 3070",restaurant,darebin,,+61 3 9482 7001,https://pmlnorthcote.com.au/,https://www.openstreetmap.org/node/6037671986,2026-07-15,pending_review,Imported from OpenStreetMap.
Traditional Tasty Treats,111 Spring Street,pastry,darebin,,,,https://www.openstreetmap.org/node/6052203031,2026-07-15,pending_review,Imported from OpenStreetMap.
Mycar,,car-repair,darebin,,,,https://www.openstreetmap.org/node/6154608235,2026-07-15,pending_review,Imported from OpenStreetMap.
Flight Centre,,travel-agency,darebin,,,,https://www.openstreetmap.org/node/6154608552,2026-07-15,pending_review,Imported from OpenStreetMap.
Little Local,"299 High Street, Northcote VIC 3070",cafe,northcote,,,https://www.littlelocaldc.com/,https://www.openstreetmap.org/node/6269168291,2026-07-15,pending_review,Imported from OpenStreetMap.
Gordon Legal,"544-546 High Street, Northcote VIC 3070",lawyer,northcote,,,,https://www.openstreetmap.org/node/6279498764,2026-07-15,pending_review,Imported from OpenStreetMap.
Hidaya Islamic gift shop,,gift,darebin,,+61 3 9416 8221,https://hidaya.com.au/,https://www.openstreetmap.org/node/6317600315,2026-07-15,pending_review,Imported from OpenStreetMap.
Liquor Legends,"80 Grange Road, VIC 3078",alcohol,darebin,,,https://liquorlegends.com.au/,https://www.openstreetmap.org/node/6326615214,2026-07-15,pending_review,Imported from OpenStreetMap.
Souvlaki and Kebab House,,fast-food,darebin,,,,https://www.openstreetmap.org/node/6328188389,2026-07-15,pending_review,Imported from OpenStreetMap.
Moon Palace,"609 Gilbert Road, Preston VIC 3072",fast-food,preston,,+61 3 9478 5937,,https://www.openstreetmap.org/node/6369136178,2026-07-15,pending_review,Imported from OpenStreetMap.
Zaparas Lawyers,"603 Gilbert Road, Preston VIC 3072",lawyer,preston,,+61 3 8527 0200,https://zaparaslaw.com.au/,https://www.openstreetmap.org/node/6369136179,2026-07-15,pending_review,Imported from OpenStreetMap.
Leanne Chambers,,lawyer,darebin,,,https://thelaw.com.au/,https://www.openstreetmap.org/node/6369136180,2026-07-15,pending_review,Imported from OpenStreetMap.
Baps Nepalese Restaurant,"589 Gilbert Road, Preston VIC 3072",restaurant,preston,,+61 3 9943 3948,,https://www.openstreetmap.org/node/6369136181,2026-07-15,pending_review,Imported from OpenStreetMap.
Nelson Alexander,"140 Regent Street, Preston VIC 3072",estate-agent,preston,,+61 3 9478 5000,,https://www.openstreetmap.org/node/6369136182,2026-07-15,pending_review,Imported from OpenStreetMap.
CMS Architects,"138 Regent Street, Preston VIC 3072",architect,preston,,+61 3 9470 3665,,https://www.openstreetmap.org/node/6369136183,2026-07-15,pending_review,Imported from OpenStreetMap.
The Elixir,"134 Regent Street, Preston VIC 3072",cafe,preston,,+61 3 9471 1975,,https://www.openstreetmap.org/node/6369142287,2026-07-15,pending_review,Imported from OpenStreetMap.
Winzu for Hair,,hairdresser,darebin,,+61 3 9471 0699,https://www.wiznu.com.au,https://www.openstreetmap.org/node/6369142288,2026-07-15,pending_review,Imported from OpenStreetMap.
Poke The Bear,,cafe,darebin,,,,https://www.openstreetmap.org/node/6420052783,2026-07-15,pending_review,Imported from OpenStreetMap.
The Gourmet Meat Rack,,butcher,darebin,,,,https://www.openstreetmap.org/node/6581138512,2026-07-15,pending_review,Imported from OpenStreetMap.
Two Boys and a Pot,431 Plenty Road,cafe,darebin,,,,https://www.openstreetmap.org/node/6625159132,2026-07-15,pending_review,Imported from OpenStreetMap.
Sandy Paws Dog Grooming,"20 Yarra Avenue, Reservoir VIC 3073",pet-grooming,reservoir,,+61 3 8590 8901,,https://www.openstreetmap.org/node/6648590376,2026-07-15,pending_review,Imported from OpenStreetMap.
Yarra Avenue Fish and Chip Shop,"24 Yarra Avenue, Reservoir VIC 3073",fast-food,reservoir,,+61 3 9460 4282,,https://www.openstreetmap.org/node/6648590377,2026-07-15,pending_review,Imported from OpenStreetMap.
Bottlemart,"28 Yarra Avenue, Reservoir VIC 3073",alcohol,reservoir,,+61 3 9469 4323,,https://www.openstreetmap.org/node/6648590378,2026-07-15,pending_review,Imported from OpenStreetMap.
Fairfield Physiotherapy,,clinic,darebin,,,,https://www.openstreetmap.org/node/6656704233,2026-07-15,pending_review,Imported from OpenStreetMap.
Fairfield Podiatry,,clinic,darebin,,,,https://www.openstreetmap.org/node/6656704234,2026-07-15,pending_review,Imported from OpenStreetMap.
Mr Wednesday,,cafe,darebin,,,,https://www.openstreetmap.org/node/6656704241,2026-07-15,pending_review,Imported from OpenStreetMap.
Barbers of Northcote,356 High Street,hairdresser,darebin,,,https://barbersofnorthcote.com.au/,https://www.openstreetmap.org/node/6744747158,2026-07-15,pending_review,Imported from OpenStreetMap.
We Are The Queen Bee,354 High Street,interior-decoration,darebin,,,,https://www.openstreetmap.org/node/6744747160,2026-07-15,pending_review,Imported from OpenStreetMap.
Laundry Time,"352 High Street, Northcote VIC 3070",laundry,northcote,,,,https://www.openstreetmap.org/node/6744747164,2026-07-15,pending_review,Imported from OpenStreetMap.
Dry Cleaners Alterations,322 High Street,dry-cleaning,darebin,,+61 3 9489 9256,,https://www.openstreetmap.org/node/6744747170,2026-07-15,pending_review,Imported from OpenStreetMap.
Dog & Bone,326 High Street,company,darebin,,,https://www.dogandbone.com.au/,https://www.openstreetmap.org/node/6744747171,2026-07-15,pending_review,Imported from OpenStreetMap.
Powder,334A High Street,laundry,darebin,,,,https://www.openstreetmap.org/node/6744747172,2026-07-15,pending_review,Imported from OpenStreetMap.
Spice Treasure,,restaurant,darebin,,,,https://www.openstreetmap.org/node/6744765501,2026-07-15,pending_review,Imported from OpenStreetMap.
Scarface Pizzeria,371A High Street,fast-food,darebin,,,,https://www.openstreetmap.org/node/6744765515,2026-07-15,pending_review,Imported from OpenStreetMap.
Viet Pearl,"371 High Street, Northcote VIC 3070",restaurant,northcote,,+61 3 9482 3338,,https://www.openstreetmap.org/node/6744765516,2026-07-15,pending_review,Imported from OpenStreetMap.
Studio 367,367 High Street,hairdresser,darebin,,,,https://www.openstreetmap.org/node/6744765518,2026-07-15,pending_review,Imported from OpenStreetMap.
Scented Naturally Wellness Centre,365 High Street,beauty,darebin,,,https://scentednaturally.au/,https://www.openstreetmap.org/node/6744765520,2026-07-15,pending_review,Imported from OpenStreetMap.
Happy Beauty & Footspa,"363 High Street, Northcote VIC 3070",beauty,northcote,,,,https://www.openstreetmap.org/node/6744765521,2026-07-15,pending_review,Imported from OpenStreetMap.
Mind Games,361 High Street,toys,darebin,,,,https://www.openstreetmap.org/node/6744765522,2026-07-15,pending_review,Imported from OpenStreetMap.
Pure Indulgence Massage,355 High Street,massage,darebin,,,https://pureindulgencemassage.com.au/,https://www.openstreetmap.org/node/6744765523,2026-07-15,pending_review,Imported from OpenStreetMap.
Northcote Halal Meat Factory,"351-353 High Street, Northcote VIC 3070",butcher,northcote,,,,https://www.openstreetmap.org/node/6744765524,2026-07-15,pending_review,Imported from OpenStreetMap.
Purple Emerald,349 High Street,bar,darebin,,,,https://www.openstreetmap.org/node/6744765526,2026-07-15,pending_review,Imported from OpenStreetMap.
My Pet Warehouse,345-347 High Street,pet,darebin,,,,https://www.openstreetmap.org/node/6744765529,2026-07-15,pending_review,Imported from OpenStreetMap.
Wazzup Falafel,"343 High Street, Northcote VIC 3070",restaurant,northcote,,,,https://www.openstreetmap.org/node/6744765531,2026-07-15,pending_review,Imported from OpenStreetMap.
Northcote Fish & Chips,"341 High Street, Northcote VIC 3070",fast-food,northcote,,,,https://www.openstreetmap.org/node/6744765532,2026-07-15,pending_review,Imported from OpenStreetMap.
Northcote Animal Hospital,339 High Street,veterinary,darebin,,,https://www.northcotevet.com.au/,https://www.openstreetmap.org/node/6744765533,2026-07-15,pending_review,Imported from OpenStreetMap.
Patra Thai Massage,"335 High Street, Northcote VIC 3070",massage,northcote,,,https://patrathaimassage.com.au/,https://www.openstreetmap.org/node/6744765534,2026-07-15,pending_review,Imported from OpenStreetMap.
Dojo Ramen Bar,"333 High Street, Northcote VIC 3070",restaurant,northcote,,,https://www.dojoramen.com.au/,https://www.openstreetmap.org/node/6744765535,2026-07-15,pending_review,Imported from OpenStreetMap.
Biancolatte,"331 High Street, Northcote VIC 3070",ice-cream,northcote,,,https://www.biancolatte.com.au/,https://www.openstreetmap.org/node/6744765536,2026-07-15,pending_review,Imported from OpenStreetMap.
Tao Dumplings,329 High Street,restaurant,darebin,,,,https://www.openstreetmap.org/node/6744765537,2026-07-15,pending_review,Imported from OpenStreetMap.
Kennebec American Vintage,4 Goldsmith Grove,houseware,darebin,,+61 429 116 671,,https://www.openstreetmap.org/node/6747867282,2026-07-15,pending_review,Imported from OpenStreetMap.
Pizzaolio,,restaurant,darebin,,,,https://www.openstreetmap.org/node/6781602652,2026-07-15,pending_review,Imported from OpenStreetMap.
A walk in the woods,,pet-grooming,darebin,,,,https://www.openstreetmap.org/node/6781602653,2026-07-15,pending_review,Imported from OpenStreetMap.
Brewista Cafe,105 Dundas Street,cafe,darebin,,+61 476 768 101,,https://www.openstreetmap.org/node/6781629487,2026-07-15,pending_review,Imported from OpenStreetMap.
T's Vietnamese Classics,,fast-food,darebin,,,,https://www.openstreetmap.org/node/6821577217,2026-07-15,pending_review,Imported from OpenStreetMap.
Pizza e Vino,232 High Street,restaurant,darebin,,,https://pizzaevino.com.au/,https://www.openstreetmap.org/node/6876562377,2026-07-15,pending_review,Imported from OpenStreetMap.
P&S Drapes Curtains,228 High Street,curtain,darebin,,,https://pandsdrapes.com.au/,https://www.openstreetmap.org/node/6876562378,2026-07-15,pending_review,Imported from OpenStreetMap.
Wine Republic,226 High Street,alcohol,darebin,,,,https://www.openstreetmap.org/node/6876562379,2026-07-15,pending_review,Imported from OpenStreetMap.
Francesca's Bar,222-224 High Street,bar,darebin,,,https://francescasbar.com.au/,https://www.openstreetmap.org/node/6876562380,2026-07-15,pending_review,Imported from OpenStreetMap.
Millhouse Bakery Cafe,,cafe,darebin,,,,https://www.openstreetmap.org/node/6923610627,2026-07-15,pending_review,Imported from OpenStreetMap.
Farina 00 Wood Fired Pizza,204 St Georges Road,restaurant,darebin,,+61 3 9078 6136,,https://www.openstreetmap.org/node/7037504461,2026-07-15,pending_review,Imported from OpenStreetMap.
Bakes & Bagels,"115 Miller Street, VIC 3071",cafe,darebin,,,,https://www.openstreetmap.org/node/7045310691,2026-07-15,pending_review,Imported from OpenStreetMap.
Jeune,102 Miller Street,beauty,darebin,,,,https://www.openstreetmap.org/node/7045326716,2026-07-15,pending_review,Imported from OpenStreetMap.
MedSafe Pharmacy,104 Miller Street,pharmacy,darebin,,+61 3 9484 1576,https://medsafepharmacy.com.au/,https://www.openstreetmap.org/node/7045326719,2026-07-15,pending_review,Imported from OpenStreetMap.
Little Organics,14B Gilbert Road,baby-goods,darebin,,+61 411 270 273,https://www.littleorganics.com.au/,https://www.openstreetmap.org/node/7045327596,2026-07-15,pending_review,Imported from OpenStreetMap.
Paul and Paula Handmade Clothing,"60 Gilbert Road, VIC 3072",baby-goods,darebin,,,https://www.paulandpaulaclothing.com/,https://www.openstreetmap.org/node/7045394597,2026-07-15,pending_review,Imported from OpenStreetMap.
J M Edwards Accounting,"20 Gilbert Road, VIC 3072",accountant,darebin,,,https://www.jmeservices.com.au/,https://www.openstreetmap.org/node/7045394598,2026-07-15,pending_review,Imported from OpenStreetMap.
Leo Russell Sports,24 Gilbert Road,shoes,darebin,,+61 3 9484 1343,https://leorussellsports.com.au/,https://www.openstreetmap.org/node/7045394600,2026-07-15,pending_review,Imported from OpenStreetMap.
The Warehouse Pizzeria,11 Gilbert Road,restaurant,darebin,,+61 3 9043 5769,https://www.thewarehousepizzeria.com.au/,https://www.openstreetmap.org/node/7045454988,2026-07-15,pending_review,Imported from OpenStreetMap.
Aangan,"1191 Plenty Road, Bundoora VIC 3083",restaurant,bundoora,,,https://aangan.com.au/indian-restaurant-bundoora/,https://www.openstreetmap.org/node/7050404381,2026-07-15,pending_review,Imported from OpenStreetMap.
Crust,,fast-food,darebin,,,,https://www.openstreetmap.org/node/7058802358,2026-07-15,pending_review,Imported from OpenStreetMap.
Edan Motors,,car-repair,darebin,,,,https://www.openstreetmap.org/node/7070091267,2026-07-15,pending_review,Imported from OpenStreetMap.
Maternal & Child Health Centre,89 Hughes Parade,clinic,darebin,,+61 3 8470 8298,https://www.darebin.org/Directory/Agency.aspx?Mkey=828&S3Key=344,https://www.openstreetmap.org/node/7083761155,2026-07-15,pending_review,Imported from OpenStreetMap.
Oregano's Middle Eats Cafe,,cafe,darebin,,,,https://www.openstreetmap.org/node/7085426314,2026-07-15,pending_review,Imported from OpenStreetMap.
Kintax Accountants,,accountant,darebin,info@kintax.com.au,+61 3 9939 3692,,https://www.openstreetmap.org/node/7088277996,2026-07-15,pending_review,Imported from OpenStreetMap.
3 Cheers Cafe,,cafe,darebin,,,,https://www.openstreetmap.org/node/7088277998,2026-07-15,pending_review,Imported from OpenStreetMap.
Blend N Brew,,fast-food,darebin,,,,https://www.openstreetmap.org/node/7088277999,2026-07-15,pending_review,Imported from OpenStreetMap.
Luke's Bakery,,bakery,darebin,vuhoanglong1988@gmail.com,+61 3 9462 4114,,https://www.openstreetmap.org/node/7088278003,2026-07-15,pending_review,Imported from OpenStreetMap.
Clayton & Me,,cafe,darebin,,+61 3 9462 0032,https://www.claytonandme.com.au/,https://www.openstreetmap.org/node/7088278005,2026-07-15,pending_review,Imported from OpenStreetMap.
My Chemist,,chemist,darebin,,,,https://www.openstreetmap.org/node/7088278006,2026-07-15,pending_review,Imported from OpenStreetMap.
Mostly $2,,variety-store,darebin,,,,https://www.openstreetmap.org/node/7088278007,2026-07-15,pending_review,Imported from OpenStreetMap.
IGA Liquor,,alcohol,darebin,,,,https://www.openstreetmap.org/node/7088278008,2026-07-15,pending_review,Imported from OpenStreetMap.
Folino's Quality Meats,,butcher,darebin,,,,https://www.openstreetmap.org/node/7088278009,2026-07-15,pending_review,Imported from OpenStreetMap.
Snappy's Pizza And Kebab,,fast-food,darebin,,,https://roshakebab.com.au/,https://www.openstreetmap.org/node/7088278011,2026-07-15,pending_review,Imported from OpenStreetMap.
Frank Condello Shoe Repairs/T.K. Jewellery Repairs,,shoemaker,darebin,,+61 3 9462 3138,,https://www.openstreetmap.org/node/7088278013,2026-07-15,pending_review,Imported from OpenStreetMap.
Tasty Rooster,,fast-food,darebin,,,https://tasty-rooster.com.au/,https://www.openstreetmap.org/node/7088278014,2026-07-15,pending_review,Imported from OpenStreetMap.
Laser & Skin,46 Edwardes Street,cosmetics,darebin,,,https://www.australianlaser.com.au/reservoir/,https://www.openstreetmap.org/node/7088278017,2026-07-15,pending_review,Imported from OpenStreetMap.
Sargents Cakes,,bakery,darebin,,+61 3 9469 2304,https://www.sargentscakes.com.au/,https://www.openstreetmap.org/node/7089882829,2026-07-15,pending_review,Imported from OpenStreetMap.
Mink Style & Co,42A Edwardes Street,hairdresser,darebin,,+61 3 9469 3989,,https://www.openstreetmap.org/node/7089882830,2026-07-15,pending_review,Imported from OpenStreetMap.
Fresh Fruit Market,,greengrocer,darebin,,,,https://www.openstreetmap.org/node/7089882831,2026-07-15,pending_review,Imported from OpenStreetMap.
Kaneo Charcoal Grill,,restaurant,darebin,,,,https://www.openstreetmap.org/node/7089882833,2026-07-15,pending_review,Imported from OpenStreetMap.
Thug Life Tattoo,52A Edwardes Street,tattoo,darebin,,+61 3 9469 3537,https://thug-life-tattoo-melbourne.business.site/,https://www.openstreetmap.org/node/7089882835,2026-07-15,pending_review,Imported from OpenStreetMap.
Reservoir Professional Dry Cleaners,56 Edwardes Street,dry-cleaning,darebin,,+61 3 9460 9553,,https://www.openstreetmap.org/node/7089882838,2026-07-15,pending_review,Imported from OpenStreetMap.
Francis Gheller Tailor,58 Edwardes Street,tailor,darebin,,+61 3 9460 5831,,https://www.openstreetmap.org/node/7089882842,2026-07-15,pending_review,Imported from OpenStreetMap.
Alnor Art Florist,60 Edwardes Street,florist,darebin,,+61 410 449 999,https://www.alnorartfloristflowers.com.au/,https://www.openstreetmap.org/node/7089882843,2026-07-15,pending_review,Imported from OpenStreetMap.
Reservoir Noodle House,62 Edwardes Street,restaurant,darebin,,+61 3 9460 2285,https://reservoir-noodle-house.business.site/,https://www.openstreetmap.org/node/7089882844,2026-07-15,pending_review,Imported from OpenStreetMap.
Il Pasticcino,64 Edwardes Street,pastry,darebin,enquiries@ilpasticcino.com.au,+61 3 9469 2088,https://www.ilpasticcino.com.au/,https://www.openstreetmap.org/node/7089882845,2026-07-15,pending_review,Imported from OpenStreetMap.
Accountants Edge,66 Edwardes Street,accountant,darebin,reception@accountantsedge.com.au,+61 3 9460 7655,https://accountantsedge.com.au/,https://www.openstreetmap.org/node/7089882846,2026-07-15,pending_review,Imported from OpenStreetMap.
Super Fish Shop,70 Edwardes Street,fast-food,darebin,,+61 3 9460 9281,,https://www.openstreetmap.org/node/7089882849,2026-07-15,pending_review,Imported from OpenStreetMap.
Lakeside Bakery,72 Edwardes Street,bakery,darebin,,+61 3 9460 1840,,https://www.openstreetmap.org/node/7089882850,2026-07-15,pending_review,Imported from OpenStreetMap.
Bruno's Hair Design,74 Edwardes Street,hairdresser,darebin,costaots@gmail.com,+61 3 9460 5007,https://webit.design/hairdresser/,https://www.openstreetmap.org/node/7089882851,2026-07-15,pending_review,Imported from OpenStreetMap.
Thai Philosophy,78 Edwardes Street,massage,darebin,,+61 3 9041 6860,https://thaiphilosophy.com.au/,https://www.openstreetmap.org/node/7089882854,2026-07-15,pending_review,Imported from OpenStreetMap.
Hair On Edwards,82 Edwardes Street,hairdresser,darebin,,+61 3 9462 1947,https://hair-on-edwardes.business.site/,https://www.openstreetmap.org/node/7089882855,2026-07-15,pending_review,Imported from OpenStreetMap.
24 Moons,,nightclub,darebin,,,,https://www.openstreetmap.org/node/7092893385,2026-07-15,pending_review,Imported from OpenStreetMap.
The Alphington Foodstore,"52 Wingrove Street, Alphington VIC 3078",cafe,alphington,,+61 3 9942 1494,https://thealphingtonfoodstore.com.au/,https://www.openstreetmap.org/node/7189757781,2026-07-15,pending_review,Imported from OpenStreetMap.
Becca Foodstore,82 Grange Road,cafe,darebin,,+61 3 9499 3663,https://beccafoodstore.com.au/,https://www.openstreetmap.org/node/7189799662,2026-07-15,pending_review,Imported from OpenStreetMap.
Mexican Street Food,81 High Street,fast-food,darebin,,+61 3 9994 2686,,https://www.openstreetmap.org/node/7192604596,2026-07-15,pending_review,Imported from OpenStreetMap.
Ruckers Hill,83 High Street,restaurant,darebin,,+61 3 9826 9612,https://ruckershillnorthcote.com.au/,https://www.openstreetmap.org/node/7192604597,2026-07-15,pending_review,Imported from OpenStreetMap.
Fufanu,"55 High Street, VIC 3070",bicycle,darebin,,,https://fufanu.com.au/,https://www.openstreetmap.org/node/7192604598,2026-07-15,pending_review,Imported from OpenStreetMap.
Northcote Lawyers,"118 High Street, VIC 3070",lawyer,darebin,,,https://www.northcotelawyers.com.au/,https://www.openstreetmap.org/node/7192627286,2026-07-15,pending_review,Imported from OpenStreetMap.
Shoku Iku Australia,120 High Street,deli,darebin,,+61 403 569 019,https://shokuikuaustralia.com/,https://www.openstreetmap.org/node/7192627287,2026-07-15,pending_review,Imported from OpenStreetMap.
North Suburban Plumbing,"2A Mitchell Street, Northcote VIC 3070",plumber,northcote,northsubplumbing@iprimus.com.au,,https://www.northsuburbanplumbing.com.au,https://www.openstreetmap.org/node/7205593399,2026-07-15,pending_review,Imported from OpenStreetMap.
Leanna,,cafe,darebin,,,,https://www.openstreetmap.org/node/7236103647,2026-07-15,pending_review,Imported from OpenStreetMap.
Rhubarb Rhubarb Organics,Pam Lane,greengrocer,darebin,,+61 3 9478 7344,https://rhubarborganics.com.au/,https://www.openstreetmap.org/node/7246864241,2026-07-15,pending_review,Imported from OpenStreetMap.
Haci's Kebabs,,fast-food,darebin,,,,https://www.openstreetmap.org/node/7328886609,2026-07-15,pending_review,Imported from OpenStreetMap.
Preston Laundry House,"156b High Street, Preston VIC",laundry,preston,,,https://prestonlaundryhouse.com.au/,https://www.openstreetmap.org/node/7347959921,2026-07-15,pending_review,Imported from OpenStreetMap.
Gills Fish & Chips,13 Gilbert Road,fast-food,darebin,,+61 3 9484 4557,https://www.facebook.com/gillsfishnchips/,https://www.openstreetmap.org/node/7396461315,2026-07-15,pending_review,Imported from OpenStreetMap.
Glo Beauty,19 Gilbert Road,beauty,darebin,,+61 3 9484 0700,https://globeautytherapy.com.au/,https://www.openstreetmap.org/node/7396461317,2026-07-15,pending_review,Imported from OpenStreetMap.
Ooga Booga Designs,"9a Gilbert Road, VIC 3072",advertising-agency,darebin,,,https://www.oogabooga.com.au/,https://www.openstreetmap.org/node/7396461318,2026-07-15,pending_review,Imported from OpenStreetMap.
Northern Barber Shop & Shave Parlour,1 Gilbert Road,hairdresser,darebin,,,,https://www.openstreetmap.org/node/7396461319,2026-07-15,pending_review,Imported from OpenStreetMap.
Clothing Alterations & Dry Cleaning,,dry-cleaning,darebin,,,,https://www.openstreetmap.org/node/7396487544,2026-07-15,pending_review,Imported from OpenStreetMap.
Lipari Gelato Bar,"560 High Street, Thornbury VIC 3071",ice-cream,thornbury,,+61 3 9416 8406,https://liparigelatobar.com.au/,https://www.openstreetmap.org/node/7433862176,2026-07-15,pending_review,Imported from OpenStreetMap.
Domino's,,fast-food,darebin,,,,https://www.openstreetmap.org/node/7509453663,2026-07-15,pending_review,Imported from OpenStreetMap.
Amon Thai Kitchen,,restaurant,darebin,,,,https://www.openstreetmap.org/node/7509453664,2026-07-15,pending_review,Imported from OpenStreetMap.
iPugliesi,134 Elizabeth Street,cafe,darebin,,+61 477 973 070,https://ipugliesi.com/,https://www.openstreetmap.org/node/7621476291,2026-07-15,pending_review,Imported from OpenStreetMap.
Clean Compound,110 High Street,cosmetics,darebin,,,https://cleancompound.com/,https://www.openstreetmap.org/node/7855746177,2026-07-15,pending_review,Imported from OpenStreetMap.
Nelson Alexander,"119 High Street, VIC 3070",estate-agent,darebin,,,,https://www.openstreetmap.org/node/7855747314,2026-07-15,pending_review,Imported from OpenStreetMap.
Northcote Picture Framing,109 High Street,frame,darebin,,+61 3 9489 5034,https://www.northcotepictureframing.com.au/,https://www.openstreetmap.org/node/7855747316,2026-07-15,pending_review,Imported from OpenStreetMap.
The Merri Creek Tavern,111 High Street,bar,darebin,,,https://www.merricreektavern.com.au/,https://www.openstreetmap.org/node/7855747317,2026-07-15,pending_review,Imported from OpenStreetMap.
Fairfield Cellars,,alcohol,darebin,,,,https://www.openstreetmap.org/node/7961408323,2026-07-15,pending_review,Imported from OpenStreetMap.
Sharky's Fish and Chips,,fast-food,darebin,,,,https://www.openstreetmap.org/node/7961408324,2026-07-15,pending_review,Imported from OpenStreetMap.
Hot Spot,,fast-food,darebin,,,,https://www.openstreetmap.org/node/7961408325,2026-07-15,pending_review,Imported from OpenStreetMap.
Guest Marinis & Associates,,accountant,darebin,,,,https://www.openstreetmap.org/node/7991433679,2026-07-15,pending_review,Imported from OpenStreetMap.
Guest 4WD,194 Grange Road,car-repair,darebin,,,,https://www.openstreetmap.org/node/7991433680,2026-07-15,pending_review,Imported from OpenStreetMap.
Blueprint Construction Company,"147 Christmas Street, Fairfield VIC 3078",yes,fairfield,,,,https://www.openstreetmap.org/node/7991433682,2026-07-15,pending_review,Imported from OpenStreetMap.
TTI Global,,yes,darebin,,,,https://www.openstreetmap.org/node/7991453290,2026-07-15,pending_review,Imported from OpenStreetMap.
Mowerland,,hardware,darebin,,,,https://www.openstreetmap.org/node/7991453291,2026-07-15,pending_review,Imported from OpenStreetMap.
Casa Iberica Smallgoods,154 Fulham Road,deli,darebin,,,,https://www.openstreetmap.org/node/7991453292,2026-07-15,pending_review,Imported from OpenStreetMap.
Meet Me @ Ed’s,"50 Sparks Avenue, Fairfield VIC 3078",cafe,fairfield,,,,https://www.openstreetmap.org/node/7991453294,2026-07-15,pending_review,Imported from OpenStreetMap.
Mobility Plus,"184 Christmas Street, Fairfield VIC 3078",yes,fairfield,,,,https://www.openstreetmap.org/node/7991453297,2026-07-15,pending_review,Imported from OpenStreetMap.
Outer Circle Social Club,,cafe,darebin,,,,https://www.openstreetmap.org/node/7991453305,2026-07-15,pending_review,Imported from OpenStreetMap.
A.C. Acrylic Plastics,152 Fulham Road,yes,darebin,,,,https://www.openstreetmap.org/node/7991453307,2026-07-15,pending_review,Imported from OpenStreetMap.
Tru-fit Denture Group,"84 Grange Road, Alphington VIC 3078",medical-supply,alphington,,,,https://www.openstreetmap.org/node/7991453310,2026-07-15,pending_review,Imported from OpenStreetMap.
File Finish,,car-repair,darebin,,,,https://www.openstreetmap.org/node/7991453311,2026-07-15,pending_review,Imported from OpenStreetMap.
Circa Design And Build,"70 Victoria Road, Northcote VIC 3070",yes,northcote,,,,https://www.openstreetmap.org/node/8043416143,2026-07-15,pending_review,Imported from OpenStreetMap.
9 Stiches Alterations And Tailoring,"74 Victoria Road, Northcote VIC 3070",tailor,northcote,,,,https://www.openstreetmap.org/node/8043416151,2026-07-15,pending_review,Imported from OpenStreetMap.
Dimattina Coffee,126 Edwardes Street,coffee,darebin,,,https://www.dimattinacoffee.com.au/,https://www.openstreetmap.org/node/8065477866,2026-07-15,pending_review,Imported from OpenStreetMap.
Gelato Papa,"72A Station Street, Fairfield VIC 3078",ice-cream,fairfield,,,,https://www.openstreetmap.org/node/8189075040,2026-07-15,pending_review,Imported from OpenStreetMap.
Pie Face,"103 Bell Street, Preston VIC 3072",cafe,preston,,,,https://www.openstreetmap.org/node/8246982605,2026-07-15,pending_review,Imported from OpenStreetMap.
Courtney & Patterson Ford,,car,darebin,,,,https://www.openstreetmap.org/node/8359544365,2026-07-15,pending_review,Imported from OpenStreetMap.
Mercedes-Benz,,car,darebin,,,,https://www.openstreetmap.org/node/8359544367,2026-07-15,pending_review,Imported from OpenStreetMap.
The art of Auto Engineering,255 Dundas Street,car-repair,darebin,,,,https://www.openstreetmap.org/node/8386114220,2026-07-15,pending_review,Imported from OpenStreetMap.
Moon Dog World,"32 Chifley Drive, Preston VIC 3072",pub,preston,,+61 3 9428 2307,https://moondog.com.au/world,https://www.openstreetmap.org/node/8393242279,2026-07-15,pending_review,Imported from OpenStreetMap.
Benz Star Motors,98 Henty Street,car-repair,darebin,,,,https://www.openstreetmap.org/node/8410056145,2026-07-15,pending_review,Imported from OpenStreetMap.
